parishId,parishSlug,parishName,website,type,lat,long,parishAddress,parishDiocese,parishDioceseSlug,dioceseUrl,parishFamily,parishFamilySlug,parishDeanery,parishDeanerySlug,sundayMassTimes,dailyMassTimes,latinMass,confessionTimes,adorationTimes,overnightAdoration,benedictionTimes,devotions,parishCityCounty,parishCityCountySlug,parishProvinceState,provinceStateSlug,parishCountry,parishCountrySlug,parishPhone,parishEmail,parishNationality,parishPhotos,cathedral,basilica,shareBuildingSlug,shareBuildingName,parishesNotes,parishesLastUpdate
36,holy-name-of-jesus-essex,Holy Name of Jesus,https://centralessexcatholic.dol.ca,Parish,42.169312,-82.816384,"146 Talbot St S, Essex, ON N8M 1B4, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Central Essex County Catholic Family of Parishes,central-essex-county-catholic-family-of-parishes,Essex,essex-diocese-of-london-canada,Saturday 18:00; Sunday 11:00,Friday 09:45; Saturday 08:30,,Saturday 09:00-09:30,Friday 08:30-09:30,,,,Essex,essex-ontario-canada,Ontario,ontario,Canada,canada,519-776-8483,centralessexcatholic@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/essex/holynameofJesus.webp,,,,,,11/28/2025
37,st-john-the-evangelist-north-woodslee,St. John the Evangelist,https://centralessexcatholic.dol.ca,Parish,42.215138,-82.721654,"1688 County Rd 46, North Woodslee, ON N0R 1V0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Central Essex County Catholic Family of Parishes,central-essex-county-catholic-family-of-parishes,Essex,essex-diocese-of-london-canada,Saturday 16:30,Wednesday 09:30,,Wednesday 09:00-09:30,,,,,North Woodslee,north-woodslee-ontario-canada,Ontario,ontario,Canada,canada,519-776-8483,centralessexcatholic@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/essex/stjohntheevangelist.webp,,,,,,11/28/2025
38,st-john-de-brebeuf-kingsville,St. John de Brébeuf,https://esscatholic.ca,Parish,42.037612,-82.736369,"67 Main St E, Kingsville, ON N9Y 1A1, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Erie Shores South Catholic Family of Parishes,erie-shores-south-catholic-family-of-parishes,Essex,essex-diocese-of-london-canada,Saturday 17:00; Sunday 08:30,Wednesday 18:30; Friday 09:30,,Wednesday 18:00-18:30; Friday 09:00-09:30; Saturday 16:30-17:00; Sunday 08:00-08:30,Wednesday 19:00-20:00; Friday 10:00-11:00,,,,Kingsville,kingsville-ontario-canada,Ontario,ontario,Canada,canada,(519) 326.2643,esscatholic@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/essex/stjohndrebeuf.webp,,,,,,11/29/2025
39,st-michael-leamington,St. Michael,https://esscatholic.ca,Parish,42.0533,-82.605804,"29 Elliott St, Leamington, ON N8H 3M4, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Erie Shores South Catholic Family of Parishes,erie-shores-south-catholic-family-of-parishes,Essex,essex-diocese-of-london-canada,Saturday 17:00; Sunday 10:00; Sunday 15:00 (Spanish); Sunday 18:30,Tuesday 18:30; Wednesday 08:30; Thursday 08:30,,Tuesday 18:00-18:30; Wednesday 08:00-08:30; Thursday 08:00-08:30; Saturday 16:30-17:00; Sunday 09:30-10:00; Sunday 14:30-15:00; Sunday 18:00-18:30,Tuesday 19:00-20:00; Wednesday 09:00-10:00; Thursday 09:00-10:00,,,,Leamington,leamington-ontario-canada,Ontario,ontario,Canada,canada,(519) 326.2643,esscatholic@dol.ca,Spanish,https://images.catholicparishes.org/canada/ontario/diocese_of_london/essex/stmichael.webp,,,,,,11/29/2025
40,our-lady-of-the-blessed-sacrament-wheatley,Our Lady of the Blessed Sacrament,https://esscatholic.ca,Catholic Church,42.088143,-82.462478,"22 Middleton Line, Wheatley, ON N0P 2P0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Erie Shores South Catholic Family of Parishes,erie-shores-south-catholic-family-of-parishes,Essex,essex-diocese-of-london-canada,,First Wednesday 18:30,,First Wednesday 18:00-18:30,,,,,Wheatley,wheatley-ontario-canada,Ontario,ontario,Canada,canada,(519) 326.2643,esscatholic@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/essex/ourladyoftheblessedsacrament1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_london/essex/ourladyoftheblessedsacrament2.webp,,,,,,11/29/2025
41,star-of-the-sea-pelee-island,Star of the Sea,https://esscatholic.ca,Catholic Church,41.755618,-82.666229,"374 East West Rd, Pelee Island, ON N0R 1M0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Erie Shores South Catholic Family of Parishes,erie-shores-south-catholic-family-of-parishes,Essex,essex-diocese-of-london-canada,,Every Other Thursday 18:30,,Every Other Thursday 18:00-18:30,,,,,Pelee Island,pelee-island-ontario-canada,Ontario,ontario,Canada,canada,(519) 326.2643,esscatholic@dol.ca,,,,,,,Please see Mass Times link as the schedule is not constant and updates regularly.,11/29/2025
42,immaculee-conception-pain-court,Immaculée Conception,https://eriestclairparishes.com,Parish,42.391167,-82.292495,"24156 Winter Line Rd, Pain Court, ON N0P 1Z0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Lakes Erie and St.Clair Catholic Family of Parishes,lakes-erie-and-stclair-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Saturday 17:00 (Bilingual); Sunday 11:30 (Bilingual),Wednesday 08:30 (French); Thursday 18:30,,Saturday 16:00-16:30,Thursday 19:00-20:30,,,,Pain Court,pain-court-ontario-canada,Ontario,ontario,Canada,canada,(519) 354-3694,ErieStClairParishes@dol.ca,French,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/immaculateconception.webp,,,,,"17:00 Saturday Mass follows the following schedule for the language Mass is said: En: Jan, Mar, May, July, Sept & Nov /\/ Fr: Feb, Apr, Jun, Aug, Oct & Dec; 11:30 Sunday Mass follows the following schedule for the language Mass is said: Fr: Jan, Mar, May, July, Sept & Nov /\/ En: Feb, Apr, Jun, Aug, Oct & Dec",11/29/2025
43,st-francis-xavier-tilbury,St. Francis Xavier,https://eriestclairparishes.com,Parish,42.258448,-82.435678,"32 Canal St W, Tilbury, ON N0P 2L0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Lakes Erie and St.Clair Catholic Family of Parishes,lakes-erie-and-stclair-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Saturday 17:00; Sunday 09:45,Tuesday 18:30; Friday 8:30,,Saturday 16:00-16:30,,,,,Tilbury,tilbury-ontario-canada,Ontario,ontario,Canada,canada,(519) 682 -1102,ErieStClairParishes@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/stfrancisxavier.webp,,,,,,11/29/2025
44,visitation-parish-comber,Visitation Parish,https://eriestclairparishes.com,Parish,42.248375,-82.552568,"5407 Comber Sideroad, Comber, ON N0P 1J0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Lakes Erie and St.Clair Catholic Family of Parishes,lakes-erie-and-stclair-catholic-family-of-parishes,Essex,essex-diocese-of-london-canada,Sunday 08:30 (French); Sunday 10:30,Wednesday 18:30; Thursday 08:30; Friday 12:00 (French),,Wednesday 17:45-18:15,,,,,Comber,comber-ontario-canada,Ontario,ontario,Canada,canada,(519) 687-3118,ErieStClairParishes@dol.ca,French,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/visitation.webp,,,,,,11/29/2025
45,st-peter-tilbury,St. Peter,https://eriestclairparishes.com,Parish,42.340121,-82.362185,"5425 Tecumseh Line, Tilbury, ON N0P 2L0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Lakes Erie and St.Clair Catholic Family of Parishes,lakes-erie-and-stclair-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Sunday 08:00,Tuesday 18:30,,Tuesday 18:00-18:20,,,,,Tilbury,tilbury-ontario-canada,Ontario,ontario,Canada,canada,(519) 682 -1102,ErieStClairParishes@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/stpeter.webp,,,,,,11/29/2025
46,blessed-sacrament-chatham,Blessed Sacrament,https://ccfp.dol.ca,Parish,42.412198,-82.189783,"145 Victoria Ave, Chatham, ON N7L 3A7, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Chatham Catholic Family of Parishes,chatham-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Saturday 17:00; Sunday 09:00,Wednesday 08:00; Thursday 18:30,,Thursday 18:00-18:20,Monday 19:00-21:00,,,,Chatham,chatham-ontario-canada,Ontario,ontario,Canada,canada,519-352-8530,bsacramentparish@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/blessedsacrament.webp,,,,,,11/29/2025
47,our-lady-of-victory-chatham,Our Lady of Victory,https://ccfp.dol.ca,Catholic Community,42.418582,-82.205576,"490 St Clair St, Chatham, ON N7L 3K8, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Chatham Catholic Family of Parishes,chatham-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Sunday 09:30; Sunday 11:00,Wednesday 19:00 (Polish); Saturday 09:00,,Wednesday 18:30-18:50; Saturday 09:45-10:30,Saturday 09:30-11:00,,,,Chatham,chatham-ontario-canada,Ontario,ontario,Canada,canada,519-352-8530,ourladyv@dol.ca,Polish,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/ourladyofvictory1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/ourladyofvictory2.webp,,,,,Saturday Adoration does NOT take place on the first Saturday of each month.,11/29/2025
48,st-joseph-chatham,St. Joseph,https://ccfp.dol.ca,Parish,42.403587,-82.186682,"180 Wellington St W, Chatham, ON N7M 5K4, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Chatham Catholic Family of Parishes,chatham-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Sunday 08:00; Sunday 12:00,Friday 12:00,,Friday 11:15-11:45,,,,,Chatham,chatham-ontario-canada,Ontario,ontario,Canada,canada,519-352-8530,stjoseph@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/stjoseph1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/stjoseph2.webp,,,,,,11/29/2025
49,st-ursula-chatham,St. Ursula,https://ccfp.dol.ca,Parish,42.388671,-82.17929,"205 Tweedsmuir Ave W, Chatham, ON N7M 5N8, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Chatham Catholic Family of Parishes,chatham-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Sunday 10:00 (Sign Language),Tuesday 18:30,,Tuesday 18:00-18:20,,,,,Chatham,chatham-ontario-canada,Ontario,ontario,Canada,canada,519-352-8530,stursula@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/stursula.webp,,,,,,11/29/2025
50,st-paul-s-thamesville,St. Paul's,https://southkentcatholicfamilyofparishes.ca,Parish,42.550069,-81.977121,"9 Alice St, Thamesville, ON N0P 2K0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,South Kent Catholic Family of Parishes,south-kent-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Saturday 19:00; Sunday 09:00,Tuesday 18:30; Thursday 18:30; Saturday 09:00,,Saturday 10:00-10:30,,,,,Thamesville,thamesville-ontario-canada,Ontario,ontario,Canada,canada,519-692-3874,stpaulthames@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/stpaul.webp,,,,,,11/29/2025
51,st-mary-blenheim,St. Mary,https://southkentcatholicfamilyofparishes.ca,Parish,42.333923,-82.002447,"95 Marlborough St N, Blenheim, ON N0P 1A0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,South Kent Catholic Family of Parishes,south-kent-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Saturday 17:00; Sunday 11:00,Tuesday 08:00; Wednesday 08:00; Thursday 08:00; Friday 08:00,,Tuesday 08:30-09:00; Wednesday 08:30-09:00; Thursday 08:30-09:00; Friday 08:30-09:00,,,,,Blenheim,blenheim-ontario-canada,Ontario,ontario,Canada,canada,519-676-2025,stmary@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/stmary.webp,,,,,,11/29/2025
52,st-michael-ridgetown,St. Michael,https://southkentcatholicfamilyofparishes.ca,Parish,42.433934,-81.890041,"26 George St, Ridgetown, ON N0P 2C0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,South Kent Catholic Family of Parishes,south-kent-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Saturday 17:00; Sunday 11:00,Tuesday 08:30; Wednesday 08:30; Thursday 08:30; Friday 08:30,,Tuesday 08:00-08:30; Wednesday 08:00-08:30; Thursday 08:00-08:30; Friday 08:00-08:30,First Friday 09:00-12:00,,,,Ridgetown,ridgetown-ontario-canada,Ontario,ontario,Canada,canada,519-674-3343,stmichridge@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/stmichael.webp,,,,,,11/29/2025
53,st-anne-of-the-lakes-blenheim,St. Anne of the Lakes,https://southkentcatholicfamilyofparishes.ca,Catholic Church,42.261954,-81.934256,"17643 Erieau Rd, Blenheim, ON N0P 1A0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,South Kent Catholic Family of Parishes,south-kent-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,,,,,,,,,Blenheim,blenheim-ontario-canada,Ontario,ontario,Canada,canada,,,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/stanneofthelakes.webp,,,,,"Summer months only, see website",11/29/2025
54,st-gabriel-rondeau,St. Gabriel,https://southkentcatholicfamilyofparishes.ca,Catholic Church,42.315682,-81.844143,"17845 Lakeshore Rd, Rondeau Park, ON N0P 1X0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,South Kent Catholic Family of Parishes,south-kent-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,,,,,,,,,Rondeau,rondeau-ontario-canada,Ontario,ontario,Canada,canada,,,,,,,,,"Summer months only, see website",11/29/2025
55,st-michael-dresden,St. Michael,https://klrcfp.com,Parish,42.588481,-82.178244,"698 Tecumseh St, Dresden, ON N0P 1M0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Kent Lambton Roman Catholic Family of Parishes,kent-lambton-roman-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Sunday 11:15,Thursday 08:30; Friday 19:00,,Thursday 09:15-09:45,,,,,Dresden,dresden-ontario-canada,Ontario,ontario,Canada,canada,519-627-2013,,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/stmichaeldresdon.webp,,,,,"Additional Thursday Masses also occur at local retirement homes, see Mass Times link for more details",11/29/2025
56,sacred-heart-port-lambton,Sacred Heart,https://klrcfp.com,Parish,42.657795,-82.503285,"464 John St, Port Lambton, ON N0P 2B0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Kent Lambton Roman Catholic Family of Parishes,kent-lambton-roman-catholic-family-of-parishes,Sarnia,sarnia-diocese-of-london-canada,Sunday 08:45,Tuesday 19:00,,Tuesday 18:30-19:00,,,,,Port Lambton,port-lambton-ontario-canada,Ontario,ontario,Canada,canada,519-627-2013,,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/sacredheart.webp,,,,,"Additional Thursday Masses also occur at local retirement homes, see Mass Times link for more details",11/29/2025
57,holy-family-wallaceburg,Holy Family,https://klrcfp.com,Parish,42.585274,-82.379597,"647 Murray St, Wallaceburg, ON N8A 1W1, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Kent Lambton Roman Catholic Family of Parishes,kent-lambton-roman-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Saturday 17:00; Sunday 08:30,Friday 09:15,,,First Friday 10:00-16:00,,,,Wallaceburg,wallaceburg-ontario-canada,Ontario,ontario,Canada,canada,519-627-2013,,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/holyfamily.webp,,,,,"Additional Thursday Masses also occur at local retirement homes, see Mass Times link for more details",11/29/2025
58,our-lady-help-of-christians-wallaceburg,Our Lady Help of Christians,https://klrcfp.com,Parish,42.596269,-82.385632,"422 Elgin St, Wallaceburg, ON N8A 3C1, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Kent Lambton Roman Catholic Family of Parishes,kent-lambton-roman-catholic-family-of-parishes,Kent,kent-diocese-of-london-canada,Sunday 10:30; Sunday 12:30,Wednesday 19:00,,Saturday 11:00-12:00,Third Monday 12:00-12:00 Overnight Adoration; Wednesday 18:00-19:00,yes,,,Wallaceburg,wallaceburg-ontario-canada,Ontario,ontario,Canada,canada,519-627-2013,,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/kent/ourladyhelpofchristians.webp,,,,,"Additional Thursday Masses also occur at local retirement homes, see Mass Times link for more details; 24 hour Adoration takes places on the Third Monday of each month. Starts Monday noon and goes until Tuesday noon",11/29/2025
59,our-lady-help-of-christians-watford,Our Lady Help of Christians,https://lambtoncatholic.ca,Parish,42.952457,-81.882316,"432 Victoria St, Watford, ON N0M 2S0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Lambton County Catholic Family of Parishes,lambton-county-catholic-family-of-parishes,Sarnia,sarnia-diocese-of-london-canada,Saturday 19:00; Sunday 09:00,Tuesday 19:00; Wednesday 09:00,,,Tuesday 18:00-18:45; Wednesday 08:00-08:45,,,,Watford,watford-ontario-canada,Ontario,ontario,Canada,canada,519-882-2057,dannett@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/sarnia/ourladyofhelpchristians.webp,,,,,,11/30/2025
60,st-christopher-forest,St. Christopher,https://lambtoncatholic.ca,Parish,43.102275,-82.005435,"68 Union St, Forest, ON N0N 1J0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Lambton County Catholic Family of Parishes,lambton-county-catholic-family-of-parishes,Sarnia,sarnia-diocese-of-london-canada,Sunday 11:00,Thursday 19:00; Friday 09:00,,Saturday 15:30-16:00,Thursday 18:00-18:45; Friday 08:00-08:45,,,,Forest,forest-ontario-canada,Ontario,ontario,Canada,canada,519-882-2057,dannett@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/sarnia/stchristopher.webp,,,,,,11/30/2025
61,st-philip-petrolia,St. Philip,https://lambtoncatholic.ca,Parish,42.881204,-82.149796,"415 King St, Petrolia, ON N0N 1R0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Lambton County Catholic Family of Parishes,lambton-county-catholic-family-of-parishes,Sarnia,sarnia-diocese-of-london-canada,Sunday 09:00,Wednesday 19:00; Thursday 09:30,,Saturday 16:00-16:00,Wednesday 18:00-18:45; Thursday 08:30-09:15,,,,Petrolia,petrolia-ontario-canada,Ontario,ontario,Canada,canada,519-882-2057,dannett@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/sarnia/stphilip.webp,,,,,,11/30/2025
62,st-joseph-corunna,St. Joseph,https://lambtoncatholic.ca,Parish,42.891907,-82.453836,"346 Beresford St, Corunna, ON N0N 1G0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Lambton County Catholic Family of Parishes,lambton-county-catholic-family-of-parishes,Sarnia,sarnia-diocese-of-london-canada,Saturday 17:00; Sunday 11:00,Tuesday 19:00; Friday 09:30,,,Tuesday 18:00-18:45; Friday 08:30-09:15,,,,Corunna,corunna-ontario-canada,Ontario,ontario,Canada,canada,519-882-2057,dannett@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/sarnia/stjoseph1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_london/sarnia/stjoseph2.webp,,,,,,11/30/2025
